enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,feedback
18863,124,23,2024-07-08,2024-10-25,28,1.4,The content was outdated and irrelevant.
18864,12,5,2023-08-25,2023-12-14,86,3.6,"The course was okay, not too bad."
18865,428,4,2024-08-03,2025-01-10,86,1.7,I would not recommend this course.
18866,69,5,2024-05-12,2024-10-08,58,1.3,I would not recommend this course.
18867,225,24,2023-08-19,2023-11-16,51,4.3,Very informative and well structured.
18868,399,10,2023-09-21,2024-01-08,57,2.2,The content was outdated and irrelevant.
18869,160,20,2024-04-01,2024-07-31,16,2.8,The course met my expectations.
18870,333,20,2023-01-21,2023-06-22,61,1.1,"Poorly organized, I expected better."
18871,219,20,2023-02-01,2023-07-31,20,4.7,I really enjoyed this course.
18872,320,17,2023-08-03,2023-10-15,61,1.2,"Not worth the time, very disappointing."
18873,188,3,2023-02-11,2023-03-17,17,2.7,Average course with some useful content.
18874,419,8,2023-09-25,2023-12-05,81,3.9,"Not much to say, it was a standard course."
18875,204,4,2024-06-01,2024-10-27,41,1.7,"Poorly organized, I expected better."
18876,16,16,2023-07-28,2023-10-21,21,4.0,"The instructor was great, learned a lot!"
18877,413,23,2023-05-19,2023-06-18,100,1.7,The content was outdated and irrelevant.
18878,445,3,2023-10-31,2024-01-10,8,2.8,It was a decent experience overall.
18879,285,15,2024-06-10,2024-10-19,28,3.6,It was a decent experience overall.
18880,62,23,2022-12-07,2023-04-30,67,3.7,"The course was okay, not too bad."
18881,239,10,2024-01-04,2024-06-11,29,4.2,"The instructor was great, learned a lot!"
18882,124,14,2024-10-08,2024-12-12,33,2.2,The content was outdated and irrelevant.
18883,411,10,2023-11-10,2024-05-04,98,3.1,"Not much to say, it was a standard course."
18884,92,16,2022-12-26,2023-04-18,95,2.1,The content was outdated and irrelevant.
18885,130,3,2023-03-04,2023-08-08,8,1.6,"Not worth the time, very disappointing."
18886,264,23,2024-04-01,2024-07-11,91,4.5,"The instructor was great, learned a lot!"
18887,279,5,2024-04-15,2024-08-20,56,3.5,It was a decent experience overall.
18888,132,13,2023-05-21,2023-10-14,84,1.3,"Poorly organized, I expected better."
18889,388,11,2023-09-02,2023-11-11,22,4.7,"The instructor was great, learned a lot!"
18890,49,18,2023-01-16,2023-02-24,82,4.7,"The instructor was great, learned a lot!"
18891,404,5,2024-06-19,2024-11-27,30,2.5,"Not much to say, it was a standard course."
18892,100,23,2023-07-27,2023-10-04,89,3.0,It was a decent experience overall.
18893,466,15,2024-08-05,2024-09-15,66,4.6,Very informative and well structured.
18894,293,5,2022-10-26,2022-12-04,72,3.0,"Not much to say, it was a standard course."
18895,21,1,2023-02-10,2023-05-07,6,1.1,I would not recommend this course.
18896,494,22,2022-10-23,2023-02-27,76,2.6,It was a decent experience overall.
18897,266,5,2023-04-29,2023-10-19,70,3.7,"Not much to say, it was a standard course."
18898,124,14,2023-02-12,2023-04-09,9,1.4,"Poorly organized, I expected better."
18899,28,10,2023-11-20,2024-05-11,0,4.3,"Excellent course, highly recommend!"
18900,449,7,2023-04-21,2023-05-23,91,3.7,The course met my expectations.
18901,407,3,2022-11-02,2023-04-19,32,2.7,Average course with some useful content.
18902,407,10,2023-06-17,2023-11-19,57,3.5,"The course was okay, not too bad."
18903,246,17,2023-10-19,2024-02-12,27,2.8,"Not much to say, it was a standard course."
18904,279,3,2023-03-20,2023-07-14,88,1.8,I would not recommend this course.
18905,95,2,2024-06-29,2024-08-02,45,1.3,I would not recommend this course.
18906,49,17,2023-10-13,2023-12-19,98,3.0,"The course was okay, not too bad."
18907,116,17,2024-09-27,2025-03-15,66,4.3,Very informative and well structured.
18908,479,6,2024-01-13,2024-02-25,72,2.2,The content was outdated and irrelevant.
18909,411,15,2023-07-08,2023-08-13,0,1.2,"Poorly organized, I expected better."
18910,395,17,2023-01-03,2023-04-16,52,3.8,Average course with some useful content.
18911,254,24,2024-08-13,2024-12-04,93,4.9,"Excellent course, highly recommend!"
18912,204,4,2023-10-25,2024-02-16,15,2.9,It was a decent experience overall.
18913,407,3,2024-03-26,2024-04-25,36,4.0,The materials provided were very helpful.
18914,259,3,2023-04-03,2023-05-30,92,2.0,I would not recommend this course.
18915,229,16,2023-05-05,2023-10-05,56,4.5,I really enjoyed this course.
18916,88,9,2024-07-10,2024-08-16,74,3.9,"Not much to say, it was a standard course."
18917,104,1,2024-02-02,2024-04-29,24,1.6,"Not worth the time, very disappointing."
18918,344,16,2024-06-01,2024-09-06,42,2.5,"Not much to say, it was a standard course."
18919,183,10,2024-07-27,2024-09-12,37,4.6,"The instructor was great, learned a lot!"
18920,347,3,2024-02-29,2024-08-05,60,2.4,I would not recommend this course.
18921,145,7,2023-08-18,2024-01-25,10,4.0,"The instructor was great, learned a lot!"
18922,50,19,2023-10-15,2023-12-02,29,1.6,I would not recommend this course.
18923,384,23,2023-08-09,2023-10-28,12,1.2,The content was outdated and irrelevant.
18924,412,6,2024-02-11,2024-06-26,45,2.1,I would not recommend this course.
18925,335,8,2024-08-15,2025-01-14,41,4.8,The materials provided were very helpful.
18926,437,7,2024-05-15,2024-07-02,65,3.6,"Not much to say, it was a standard course."
18927,441,12,2023-01-15,2023-07-05,61,2.9,The course met my expectations.
18928,251,18,2023-02-16,2023-06-16,88,4.1,I really enjoyed this course.
18929,236,24,2022-12-26,2023-06-10,10,3.8,"The course was okay, not too bad."
18930,329,15,2024-02-04,2024-05-22,99,3.7,It was a decent experience overall.
18931,264,10,2023-09-29,2024-03-22,53,4.5,Very informative and well structured.
18932,395,15,2023-02-02,2023-06-13,93,1.3,I would not recommend this course.
18933,320,3,2023-10-03,2024-02-16,21,2.9,The course met my expectations.
18934,200,11,2024-04-17,2024-07-09,59,1.4,"Not worth the time, very disappointing."
18935,133,14,2023-09-05,2024-03-01,73,3.8,It was a decent experience overall.
18936,138,19,2024-05-24,2024-11-18,90,1.4,"Not worth the time, very disappointing."
18937,296,17,2024-01-07,2024-02-28,20,4.7,"Excellent course, highly recommend!"
18938,10,4,2023-02-03,2023-07-11,11,1.3,"Not worth the time, very disappointing."
18939,73,18,2024-08-30,2024-12-10,56,3.3,The course met my expectations.
18940,344,22,2024-04-28,2024-09-28,91,4.4,"Excellent course, highly recommend!"
18941,465,9,2024-09-03,2025-01-04,77,1.8,I would not recommend this course.
18942,189,13,2024-09-21,2024-12-03,28,4.5,"Excellent course, highly recommend!"
18943,323,16,2023-05-21,2023-11-11,69,2.0,I didn't learn anything new from this course.
18944,68,12,2024-10-01,2025-01-31,10,4.8,The materials provided were very helpful.
18945,84,24,2022-11-25,2023-02-09,85,3.0,The course met my expectations.
18946,456,11,2024-03-23,2024-05-12,45,2.2,"Not worth the time, very disappointing."
18947,103,6,2024-04-04,2024-07-09,21,3.2,"The course was okay, not too bad."
18948,251,16,2023-07-25,2023-11-13,92,2.7,The course met my expectations.
18949,436,9,2022-10-20,2023-02-09,89,4.1,I really enjoyed this course.
18950,145,12,2024-06-26,2024-09-28,48,1.8,"Poorly organized, I expected better."
18951,51,9,2022-11-23,2022-12-25,97,2.8,The course met my expectations.
18952,68,12,2024-05-19,2024-07-03,13,5.0,"The instructor was great, learned a lot!"
18953,134,3,2023-03-21,2023-06-02,53,4.8,"The instructor was great, learned a lot!"
18954,203,21,2024-03-11,2024-05-11,14,4.7,"The instructor was great, learned a lot!"
18955,412,20,2024-09-09,2024-10-21,83,3.1,It was a decent experience overall.
18956,318,2,2024-09-23,2024-11-26,50,2.0,I would not recommend this course.
18957,67,8,2024-02-24,2024-07-11,92,2.9,Average course with some useful content.
18958,161,9,2023-08-12,2023-10-10,81,2.7,The course met my expectations.
18959,73,5,2022-12-22,2023-02-16,73,4.2,Very informative and well structured.
18960,251,17,2024-03-04,2024-07-02,79,4.1,Very informative and well structured.
18961,104,20,2024-08-31,2025-02-19,77,3.4,It was a decent experience overall.
18962,45,18,2023-03-21,2023-06-17,68,1.9,I would not recommend this course.
18963,161,12,2023-06-29,2023-12-05,33,4.3,I really enjoyed this course.
18964,461,12,2023-03-17,2023-08-23,83,3.9,"The course was okay, not too bad."
18965,215,2,2023-05-12,2023-09-17,51,1.3,I didn't learn anything new from this course.
18966,407,8,2023-05-12,2023-07-01,97,1.3,"Poorly organized, I expected better."
18967,344,19,2024-09-05,2025-01-19,67,3.9,"The course was okay, not too bad."
18968,344,6,2024-02-24,2024-08-06,1,2.6,Average course with some useful content.
18969,318,18,2024-08-06,2024-10-25,3,1.8,"Not worth the time, very disappointing."
18970,250,1,2023-04-07,2023-10-04,46,3.5,"The course was okay, not too bad."
18971,345,17,2023-05-11,2023-09-15,70,4.0,"The instructor was great, learned a lot!"
18972,87,4,2024-05-18,2024-06-21,50,3.4,It was a decent experience overall.
18973,219,16,2024-04-27,2024-07-17,7,1.3,I didn't learn anything new from this course.
18974,98,18,2022-12-02,2023-04-27,87,4.0,Very informative and well structured.
18975,430,14,2024-02-27,2024-04-22,13,2.0,I didn't learn anything new from this course.
18976,193,11,2023-11-29,2024-01-25,78,2.9,Average course with some useful content.
18977,370,12,2024-01-03,2024-02-16,0,3.3,The course met my expectations.
18978,264,18,2023-04-11,2023-08-04,63,3.3,The course met my expectations.
18979,419,12,2023-04-28,2023-06-02,17,2.7,The course met my expectations.
18980,445,22,2023-12-25,2024-05-13,35,3.5,Average course with some useful content.
18981,355,12,2023-10-04,2023-12-05,39,2.1,"Poorly organized, I expected better."
18982,363,5,2024-03-06,2024-06-23,10,1.6,"Poorly organized, I expected better."
18983,83,7,2024-03-26,2024-05-30,84,1.1,"Not worth the time, very disappointing."
18984,104,5,2024-08-10,2025-02-05,24,4.3,The materials provided were very helpful.
18985,402,18,2023-09-10,2024-02-25,78,1.0,The content was outdated and irrelevant.
18986,76,2,2024-01-02,2024-02-28,25,4.3,I really enjoyed this course.
18987,285,18,2024-03-12,2024-07-15,92,4.0,The materials provided were very helpful.
18988,159,23,2024-01-20,2024-03-21,94,4.0,Very informative and well structured.
18989,246,10,2022-10-14,2023-03-19,71,4.2,"Excellent course, highly recommend!"
18990,466,4,2023-02-04,2023-08-02,58,3.2,It was a decent experience overall.
18991,159,19,2023-06-26,2023-10-10,88,1.7,The content was outdated and irrelevant.
18992,161,13,2023-03-21,2023-05-29,33,2.2,"Poorly organized, I expected better."
18993,272,16,2024-04-08,2024-07-11,63,2.2,I didn't learn anything new from this course.
18994,437,3,2024-01-07,2024-03-06,8,2.4,"Poorly organized, I expected better."
18995,170,18,2024-08-06,2024-12-16,76,2.9,"Not much to say, it was a standard course."
18996,132,6,2024-03-01,2024-08-28,94,3.1,The course met my expectations.
18997,253,11,2024-03-31,2024-05-21,37,4.9,I really enjoyed this course.
18998,200,13,2023-04-16,2023-09-22,0,3.1,The course met my expectations.
18999,44,3,2024-07-06,2024-10-06,90,3.3,"Not much to say, it was a standard course."
19000,225,22,2023-07-07,2024-01-03,91,2.6,"The course was okay, not too bad."
19001,255,20,2023-07-28,2023-12-10,5,1.2,I would not recommend this course.
19002,275,24,2024-03-29,2024-07-18,97,1.9,I didn't learn anything new from this course.
19003,184,15,2023-08-16,2024-02-12,50,2.3,"Not worth the time, very disappointing."
19004,474,20,2023-08-25,2023-11-05,47,1.1,The content was outdated and irrelevant.
19005,404,14,2024-02-07,2024-06-26,96,3.8,"The course was okay, not too bad."
19006,301,23,2024-05-10,2024-08-27,3,4.8,The materials provided were very helpful.
19007,371,8,2024-08-18,2025-02-08,27,2.1,"Poorly organized, I expected better."
19008,143,13,2023-03-19,2023-05-04,59,2.4,I didn't learn anything new from this course.
19009,33,15,2023-02-16,2023-07-23,46,2.7,Average course with some useful content.
19010,378,14,2022-10-13,2023-02-25,24,3.0,The course met my expectations.
19011,315,3,2023-04-17,2023-09-14,97,1.7,I didn't learn anything new from this course.
19012,76,13,2023-12-24,2024-03-22,33,1.8,"Not worth the time, very disappointing."
19013,98,5,2024-04-20,2024-07-15,81,2.1,"Poorly organized, I expected better."
19014,216,8,2024-06-02,2024-09-03,84,4.2,The materials provided were very helpful.
19015,367,11,2023-09-22,2023-11-21,25,3.6,It was a decent experience overall.
19016,408,3,2023-11-13,2024-02-16,25,3.6,"Not much to say, it was a standard course."
19017,399,7,2024-08-27,2025-02-06,11,4.5,"Excellent course, highly recommend!"
19018,466,20,2023-07-28,2023-11-26,10,2.8,It was a decent experience overall.
19019,275,16,2023-08-07,2023-10-15,90,4.4,Very informative and well structured.
19020,205,17,2024-10-07,2024-11-12,24,1.7,The content was outdated and irrelevant.
19021,33,19,2023-03-09,2023-08-19,86,4.2,I really enjoyed this course.
19022,314,4,2024-08-05,2024-10-09,43,1.1,"Not worth the time, very disappointing."
19023,132,2,2024-08-23,2024-11-01,80,1.9,"Poorly organized, I expected better."
19024,217,2,2023-01-06,2023-04-20,18,1.4,I didn't learn anything new from this course.
19025,11,22,2024-07-13,2025-01-06,51,1.9,"Not worth the time, very disappointing."
19026,26,2,2023-12-30,2024-02-19,60,4.5,The materials provided were very helpful.
19027,303,21,2024-05-09,2024-06-10,16,4.4,"The instructor was great, learned a lot!"
19028,466,12,2023-07-07,2023-11-26,15,4.2,"Excellent course, highly recommend!"
19029,222,23,2024-02-19,2024-06-03,97,3.4,It was a decent experience overall.
19030,184,18,2023-09-15,2024-02-13,5,2.6,Average course with some useful content.
19031,11,12,2024-05-28,2024-08-31,25,2.1,"Poorly organized, I expected better."
19032,277,7,2024-04-28,2024-08-07,4,3.6,It was a decent experience overall.
19033,286,21,2023-07-05,2023-11-17,58,4.6,I really enjoyed this course.
19034,174,22,2022-12-25,2023-03-05,91,3.6,"The course was okay, not too bad."
19035,367,6,2024-02-10,2024-06-26,46,4.7,Very informative and well structured.
19036,180,11,2023-08-28,2023-10-11,12,3.7,It was a decent experience overall.
19037,33,20,2023-01-24,2023-07-13,91,2.0,I didn't learn anything new from this course.
19038,159,1,2023-06-02,2023-10-20,74,2.9,The course met my expectations.
19039,170,12,2023-05-23,2023-10-02,19,1.6,I would not recommend this course.
19040,333,3,2023-10-19,2023-11-30,97,4.8,"The instructor was great, learned a lot!"
19041,378,7,2023-01-08,2023-04-02,100,2.9,"The course was okay, not too bad."
19042,170,8,2024-07-24,2024-08-29,86,2.8,"Not much to say, it was a standard course."
19043,329,24,2023-04-12,2023-06-24,35,1.6,The content was outdated and irrelevant.
19044,441,9,2022-11-16,2023-04-28,37,4.5,The materials provided were very helpful.
19045,330,8,2023-02-27,2023-05-27,64,3.9,It was a decent experience overall.
19046,209,8,2023-02-01,2023-06-11,83,2.6,"Not much to say, it was a standard course."
19047,254,8,2023-03-19,2023-07-21,35,1.7,I would not recommend this course.
19048,200,13,2023-10-03,2023-12-28,87,3.0,Average course with some useful content.
19049,269,12,2024-05-11,2024-07-21,7,3.8,It was a decent experience overall.
19050,22,21,2024-07-13,2024-12-23,40,2.1,"Poorly organized, I expected better."
19051,231,1,2024-08-27,2024-12-16,18,4.2,"Excellent course, highly recommend!"
19052,22,21,2023-07-20,2023-10-21,91,3.8,"The course was okay, not too bad."
19053,106,19,2024-05-30,2024-09-15,26,3.6,The course met my expectations.
19054,407,17,2024-03-02,2024-08-12,76,4.5,The materials provided were very helpful.
19055,124,13,2024-03-22,2024-07-22,64,2.4,"Poorly organized, I expected better."
19056,191,16,2022-12-10,2023-02-17,52,4.7,Very informative and well structured.
19057,87,13,2023-12-26,2024-06-01,37,4.3,I really enjoyed this course.
19058,198,6,2022-10-10,2023-01-26,31,4.3,I really enjoyed this course.
19059,285,24,2022-12-19,2023-05-25,11,1.7,The content was outdated and irrelevant.
19060,431,24,2023-12-05,2024-02-16,25,1.7,I would not recommend this course.
19061,98,23,2024-06-06,2024-09-16,19,4.2,"The instructor was great, learned a lot!"
19062,314,13,2023-08-14,2024-01-08,90,2.4,The content was outdated and irrelevant.
19063,21,8,2024-08-21,2025-01-20,35,1.7,I didn't learn anything new from this course.
19064,450,6,2024-06-19,2024-11-13,21,1.3,I would not recommend this course.
19065,116,22,2024-05-15,2024-11-01,92,4.0,I really enjoyed this course.
19066,104,13,2023-10-19,2024-03-14,96,3.1,The course met my expectations.
19067,207,10,2023-08-17,2024-01-04,90,1.5,"Poorly organized, I expected better."
19068,311,18,2023-05-05,2023-07-09,87,4.4,The materials provided were very helpful.
19069,424,17,2023-05-28,2023-07-15,74,2.6,"The course was okay, not too bad."
19070,419,14,2023-10-17,2023-12-16,78,3.7,"The course was okay, not too bad."
19071,400,2,2023-05-26,2023-09-02,79,1.0,The content was outdated and irrelevant.
19072,144,12,2022-11-21,2023-04-03,85,4.2,I really enjoyed this course.
19073,216,12,2023-10-25,2024-03-15,28,3.4,It was a decent experience overall.
19074,375,19,2024-09-24,2024-12-04,7,3.7,Average course with some useful content.
19075,33,19,2024-01-01,2024-04-24,36,3.5,It was a decent experience overall.
19076,320,22,2023-01-21,2023-06-08,84,3.4,It was a decent experience overall.
19077,207,17,2023-01-07,2023-03-05,54,2.5,"Not much to say, it was a standard course."
19078,245,6,2023-02-01,2023-07-13,79,1.3,The content was outdated and irrelevant.
19079,145,5,2023-07-27,2023-10-05,98,1.4,I would not recommend this course.
19080,451,8,2023-09-16,2024-02-04,23,4.5,"The instructor was great, learned a lot!"
19081,285,13,2023-09-06,2024-02-05,12,1.0,I didn't learn anything new from this course.
19082,458,3,2024-03-15,2024-07-11,10,1.6,The content was outdated and irrelevant.
19083,61,3,2023-10-05,2024-01-20,55,2.4,The content was outdated and irrelevant.
19084,132,22,2023-09-02,2023-10-28,27,1.4,"Poorly organized, I expected better."
19085,222,9,2024-09-17,2024-12-02,30,3.1,"Not much to say, it was a standard course."
19086,293,15,2024-04-12,2024-07-11,90,3.8,It was a decent experience overall.
19087,62,7,2024-02-17,2024-06-03,15,2.3,"Not worth the time, very disappointing."
19088,203,15,2022-10-24,2022-11-27,0,1.6,The content was outdated and irrelevant.
19089,250,11,2023-06-22,2023-08-13,77,3.5,"The course was okay, not too bad."
19090,210,15,2024-04-18,2024-09-09,72,3.1,"The course was okay, not too bad."
19091,27,18,2024-02-12,2024-04-05,32,4.9,"Excellent course, highly recommend!"
19092,249,5,2023-05-16,2023-07-24,78,4.9,I really enjoyed this course.
19093,445,9,2024-10-02,2024-11-30,41,1.4,The content was outdated and irrelevant.
19094,50,2,2023-12-13,2024-02-06,66,4.1,The materials provided were very helpful.
19095,202,23,2023-07-28,2023-10-26,32,1.6,The content was outdated and irrelevant.
19096,443,7,2023-01-07,2023-02-18,95,1.5,"Poorly organized, I expected better."
19097,471,11,2024-04-03,2024-06-12,52,1.8,"Poorly organized, I expected better."
19098,315,16,2023-09-03,2023-11-03,78,1.5,I would not recommend this course.
19099,84,12,2024-04-08,2024-05-21,6,4.1,"Excellent course, highly recommend!"
19100,133,1,2023-10-13,2024-02-28,16,4.9,Very informative and well structured.
19101,362,20,2023-04-22,2023-10-11,89,4.3,Very informative and well structured.
19102,83,11,2023-10-14,2023-11-25,33,1.1,"Poorly organized, I expected better."
19103,104,17,2023-03-10,2023-05-25,90,1.2,I would not recommend this course.
19104,335,13,2023-06-12,2023-11-14,78,2.9,The course met my expectations.
19105,378,2,2023-02-28,2023-05-09,30,4.6,"The instructor was great, learned a lot!"
19106,26,19,2024-04-13,2024-06-09,81,4.6,"Excellent course, highly recommend!"
19107,308,20,2023-10-08,2024-03-23,31,2.2,The content was outdated and irrelevant.
19108,170,9,2023-10-26,2024-03-29,70,3.3,It was a decent experience overall.
19109,484,20,2024-04-04,2024-05-22,65,1.2,I didn't learn anything new from this course.
19110,34,15,2023-10-07,2024-01-13,5,1.9,"Poorly organized, I expected better."
19111,438,23,2022-10-31,2023-02-28,83,2.6,The course met my expectations.
19112,132,18,2024-03-11,2024-05-19,42,1.4,"Poorly organized, I expected better."
19113,495,21,2024-06-19,2024-10-21,92,1.1,I didn't learn anything new from this course.
19114,124,7,2023-10-17,2024-03-13,69,3.5,"The course was okay, not too bad."
19115,189,23,2023-04-19,2023-07-20,24,4.1,The materials provided were very helpful.
19116,421,13,2024-09-18,2024-12-25,90,1.4,I would not recommend this course.
19117,254,22,2023-01-24,2023-04-30,15,2.4,"Not worth the time, very disappointing."
19118,80,20,2023-09-16,2023-12-10,60,4.7,Very informative and well structured.
19119,416,21,2023-12-10,2024-01-14,15,1.6,The content was outdated and irrelevant.
19120,400,7,2023-09-09,2023-12-26,94,2.5,The course met my expectations.
19121,45,10,2023-06-06,2023-09-02,51,1.2,I didn't learn anything new from this course.
19122,92,7,2024-01-14,2024-05-19,85,2.0,I didn't learn anything new from this course.
19123,283,16,2023-08-21,2023-09-20,56,3.5,The course met my expectations.
19124,106,15,2022-11-03,2023-01-20,31,4.4,"The instructor was great, learned a lot!"
19125,73,11,2023-05-19,2023-08-28,53,4.7,The materials provided were very helpful.
19126,279,2,2023-07-30,2023-08-29,94,3.4,The course met my expectations.
19127,144,17,2023-10-16,2024-02-26,4,2.8,Average course with some useful content.
19128,253,6,2024-09-11,2024-12-28,20,5.0,The materials provided were very helpful.
19129,251,14,2023-12-14,2024-06-06,1,2.9,Average course with some useful content.
19130,423,3,2023-10-02,2023-11-22,23,3.2,It was a decent experience overall.
19131,314,24,2024-02-22,2024-08-19,11,1.9,I would not recommend this course.
19132,367,21,2023-06-23,2023-08-03,96,2.4,I didn't learn anything new from this course.
19133,423,8,2023-09-22,2024-01-21,4,1.5,"Not worth the time, very disappointing."
19134,347,1,2024-08-03,2025-01-13,69,4.4,I really enjoyed this course.
19135,364,23,2023-08-27,2023-10-12,62,1.7,"Poorly organized, I expected better."
19136,137,1,2024-09-26,2025-03-15,100,3.7,"The course was okay, not too bad."
19137,17,20,2023-10-21,2024-02-02,0,2.2,"Poorly organized, I expected better."
19138,486,13,2023-01-11,2023-06-07,71,3.9,Average course with some useful content.
19139,189,6,2023-11-18,2024-04-26,46,5.0,"Excellent course, highly recommend!"
19140,486,12,2023-03-31,2023-08-20,63,4.0,I really enjoyed this course.
19141,20,4,2022-12-09,2023-03-17,40,1.8,I didn't learn anything new from this course.
19142,466,17,2024-08-16,2024-09-27,66,2.6,Average course with some useful content.
19143,128,4,2024-02-02,2024-04-17,90,2.4,I would not recommend this course.
19144,292,16,2023-12-08,2024-02-16,93,1.7,"Not worth the time, very disappointing."
19145,106,18,2023-08-29,2023-12-06,98,1.3,"Poorly organized, I expected better."
19146,424,21,2023-01-19,2023-04-30,62,3.8,It was a decent experience overall.
19147,494,24,2023-06-15,2023-10-22,27,3.0,"The course was okay, not too bad."
19148,494,19,2022-12-02,2023-01-07,75,4.7,I really enjoyed this course.
19149,444,6,2024-02-08,2024-04-17,20,2.2,The content was outdated and irrelevant.
19150,88,13,2023-03-28,2023-09-15,95,3.9,The course met my expectations.
19151,163,6,2023-01-09,2023-03-26,72,2.7,"The course was okay, not too bad."
19152,384,1,2022-12-26,2023-03-12,79,3.2,It was a decent experience overall.
19153,222,10,2023-01-11,2023-02-17,86,3.2,The course met my expectations.
19154,384,2,2024-09-30,2024-11-04,89,1.5,"Not worth the time, very disappointing."
19155,438,16,2023-09-20,2023-11-03,63,1.8,"Poorly organized, I expected better."
19156,219,2,2023-12-08,2024-04-24,62,2.0,I didn't learn anything new from this course.
19157,75,15,2023-09-20,2023-12-16,5,3.7,The course met my expectations.
19158,371,3,2024-09-09,2024-12-02,79,3.4,Average course with some useful content.
19159,301,6,2024-06-09,2024-10-16,50,3.1,"The course was okay, not too bad."
19160,26,13,2023-02-19,2023-03-30,71,4.9,"The instructor was great, learned a lot!"
19161,333,16,2022-11-22,2023-03-17,35,3.5,The course met my expectations.
19162,417,12,2024-01-08,2024-02-08,13,4.8,"The instructor was great, learned a lot!"
19163,395,11,2023-05-27,2023-07-16,58,4.4,Very informative and well structured.
19164,229,4,2023-07-15,2023-09-09,9,4.9,The materials provided were very helpful.
19165,159,11,2023-08-02,2023-12-09,76,1.8,"Not worth the time, very disappointing."
19166,364,23,2023-08-07,2023-10-27,1,4.7,I really enjoyed this course.
19167,470,2,2024-07-22,2024-10-10,21,4.6,The materials provided were very helpful.
19168,4,15,2024-08-09,2024-10-20,47,3.8,The course met my expectations.
19169,160,24,2024-08-13,2024-09-29,95,2.5,It was a decent experience overall.
19170,441,8,2024-03-31,2024-05-18,81,3.1,It was a decent experience overall.
19171,63,10,2023-11-18,2024-02-26,99,1.3,"Not worth the time, very disappointing."
19172,249,22,2023-06-13,2023-08-25,71,2.7,Average course with some useful content.
19173,294,12,2023-12-17,2024-03-16,20,3.7,"The course was okay, not too bad."
19174,32,17,2023-08-07,2023-09-07,54,3.5,"Not much to say, it was a standard course."
19175,490,7,2023-02-15,2023-08-08,96,1.4,The content was outdated and irrelevant.
19176,474,21,2024-02-26,2024-05-01,66,2.4,The content was outdated and irrelevant.
19177,25,3,2023-02-09,2023-04-01,8,2.6,Average course with some useful content.
19178,276,18,2023-07-11,2023-08-26,88,3.3,The course met my expectations.
19179,115,19,2024-02-11,2024-06-08,90,4.6,I really enjoyed this course.
19180,264,24,2024-07-14,2024-09-22,44,4.2,"The instructor was great, learned a lot!"
19181,181,1,2024-04-28,2024-05-30,90,1.4,I didn't learn anything new from this course.
19182,329,6,2024-05-14,2024-06-24,41,1.7,"Not worth the time, very disappointing."
19183,456,13,2023-12-26,2024-03-06,95,1.5,"Not worth the time, very disappointing."
19184,200,22,2023-11-03,2024-01-01,21,3.4,"The course was okay, not too bad."
19185,306,3,2024-03-16,2024-05-27,63,2.1,I would not recommend this course.
19186,246,21,2023-06-29,2023-09-30,60,4.8,Very informative and well structured.
19187,9,14,2023-06-27,2023-08-26,65,2.3,I would not recommend this course.
19188,124,23,2022-11-14,2023-02-25,58,2.7,Average course with some useful content.
19189,269,19,2024-06-15,2024-09-07,41,1.1,The content was outdated and irrelevant.
19190,255,20,2024-03-26,2024-07-19,7,2.7,Average course with some useful content.
19191,460,7,2022-10-28,2023-01-31,92,4.0,"Excellent course, highly recommend!"
19192,200,9,2023-04-05,2023-05-29,74,3.3,"Not much to say, it was a standard course."
19193,323,2,2022-12-23,2023-03-02,36,4.9,I really enjoyed this course.
19194,347,21,2022-11-19,2023-01-22,44,2.7,It was a decent experience overall.
19195,323,22,2022-10-12,2023-02-11,98,4.7,I really enjoyed this course.
19196,250,2,2023-10-11,2024-01-04,10,4.5,I really enjoyed this course.
19197,90,21,2022-12-05,2023-05-19,89,3.9,"The course was okay, not too bad."
19198,381,15,2023-05-23,2023-06-29,57,1.3,I didn't learn anything new from this course.
19199,132,19,2023-03-29,2023-08-03,46,1.7,"Poorly organized, I expected better."
19200,181,8,2024-04-22,2024-06-11,81,2.6,"Not much to say, it was a standard course."
19201,357,5,2022-11-01,2022-12-12,45,4.6,"The instructor was great, learned a lot!"
19202,200,21,2023-11-10,2024-03-27,100,4.5,The materials provided were very helpful.
19203,318,19,2022-11-04,2023-01-24,95,2.3,I would not recommend this course.
19204,245,9,2023-11-26,2024-03-18,15,4.2,Very informative and well structured.
19205,347,18,2023-06-22,2023-08-03,58,4.9,I really enjoyed this course.
19206,417,10,2023-11-23,2024-01-13,14,2.5,It was a decent experience overall.
19207,179,13,2023-03-29,2023-05-05,55,4.7,I really enjoyed this course.
19208,377,9,2023-06-14,2023-09-02,95,3.3,"Not much to say, it was a standard course."
19209,134,17,2022-11-14,2023-03-17,77,4.6,"Excellent course, highly recommend!"
19210,333,19,2022-11-18,2023-02-21,13,3.8,Average course with some useful content.
19211,458,9,2023-12-02,2024-04-09,79,2.2,I didn't learn anything new from this course.
19212,329,6,2023-12-27,2024-03-09,1,4.6,Very informative and well structured.
19213,493,10,2023-06-08,2023-07-21,4,2.0,"Not worth the time, very disappointing."
19214,126,3,2022-11-30,2023-02-01,67,4.0,"Excellent course, highly recommend!"
19215,254,16,2023-10-11,2024-03-14,35,2.0,"Poorly organized, I expected better."
