enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,category
18059,209,4,2023-12-09,2024-05-22,86,3.6,Negative
18060,181,9,2024-07-04,2024-12-28,88,3.4,Positive
18061,221,10,2023-11-25,2024-03-18,18,2.2,Positive
18062,421,6,2024-02-03,2024-07-27,51,3.5,Positive
18063,465,18,2024-05-23,2024-09-02,79,1.9,Negative
18064,360,9,2024-06-07,2024-08-15,86,4.8,Positive
18065,459,5,2024-04-28,2024-07-11,85,1.9,Positive
18066,216,7,2024-10-08,2024-12-28,71,1.6,Negative
18067,267,18,2024-09-01,2025-01-26,0,2.6,Negative
18068,132,7,2023-04-30,2023-08-05,85,2.1,Neutral
18069,124,14,2023-04-05,2023-05-21,43,3.1,Neutral
18070,486,5,2024-09-27,2024-12-09,41,1.5,Negative
18071,466,2,2023-05-26,2023-10-08,33,1.9,Negative
18072,352,2,2023-01-08,2023-02-19,47,2.1,Neutral
18073,318,1,2024-02-21,2024-04-27,49,2.6,Neutral
18074,139,4,2024-07-22,2024-12-04,78,2.9,Negative
18075,249,21,2023-08-22,2023-10-19,31,4.6,Positive
18076,348,15,2023-04-11,2023-06-08,40,3.7,Positive
18077,132,2,2022-12-21,2023-03-08,56,4.2,Positive
18078,260,13,2024-03-10,2024-06-03,31,3.0,Negative
18079,50,20,2024-03-20,2024-08-11,4,4.8,Positive
18080,112,11,2024-08-11,2024-09-16,8,3.2,Positive
18081,43,3,2023-12-17,2024-03-14,64,2.7,Neutral
18082,123,17,2023-01-15,2023-05-18,36,3.9,Positive
18083,297,7,2024-01-03,2024-06-17,49,3.6,Neutral
18084,180,4,2023-06-20,2023-07-26,75,1.7,Neutral
18085,495,17,2024-08-17,2025-01-29,78,2.5,Negative
18086,86,9,2024-09-01,2024-12-31,74,1.9,Negative
18087,363,21,2024-01-13,2024-05-22,73,4.3,Positive
18088,69,1,2022-12-30,2023-05-29,23,3.4,Positive
18089,277,12,2023-11-28,2024-03-01,48,1.6,Negative
18090,203,12,2023-04-10,2023-09-07,14,4.7,Positive
18091,28,23,2023-01-09,2023-04-13,56,2.6,Negative
18092,399,2,2023-12-03,2024-03-22,18,3.9,Negative
18093,442,15,2024-09-08,2024-12-23,40,2.9,Neutral
18094,407,1,2024-02-15,2024-06-27,64,2.9,Negative
18095,370,5,2023-03-01,2023-08-04,15,4.1,Positive
18096,249,10,2023-11-28,2024-03-11,21,1.9,Negative
18097,224,18,2024-05-31,2024-08-14,50,4.6,Positive
18098,153,10,2024-07-24,2024-12-06,93,2.5,Positive
18099,411,23,2023-02-27,2023-06-07,8,2.9,Negative
18100,416,15,2022-10-27,2022-12-16,9,2.3,Negative
18101,106,10,2023-01-03,2023-03-19,28,3.8,Negative
18102,144,8,2023-07-29,2023-12-12,100,3.1,Negative
18103,437,7,2024-02-15,2024-04-10,62,2.2,Neutral
18104,163,18,2023-05-08,2023-07-12,72,3.6,Neutral
18105,308,24,2024-02-29,2024-06-21,76,4.9,Positive
18106,106,17,2023-07-16,2023-08-25,18,3.5,Negative
18107,458,7,2024-06-13,2024-10-01,20,3.3,Neutral
18108,43,18,2023-03-06,2023-07-21,85,2.5,Positive
18109,247,14,2024-02-18,2024-04-20,75,2.4,Negative
18110,406,11,2023-10-25,2024-01-29,56,4.1,Positive
18111,225,23,2023-10-06,2023-12-26,82,2.5,Positive
18112,378,1,2023-07-06,2023-12-25,52,4.7,Positive
18113,394,1,2023-11-02,2023-12-05,14,3.4,Positive
18114,490,10,2024-05-29,2024-09-25,74,2.9,Negative
18115,259,8,2023-10-28,2024-03-23,65,1.2,Neutral
18116,412,18,2024-02-28,2024-05-01,46,4.6,Positive
18117,296,22,2023-12-25,2024-04-27,4,3.8,Positive
18118,483,5,2024-03-27,2024-08-27,69,1.3,Negative
18119,229,2,2024-08-31,2025-01-03,84,4.3,Positive
18120,172,24,2023-01-18,2023-02-18,24,2.5,Positive
18121,253,14,2024-08-23,2024-12-23,70,3.6,Positive
18122,455,12,2023-02-13,2023-07-16,84,3.1,Positive
18123,98,16,2023-04-05,2023-07-24,27,3.2,Positive
18124,231,3,2024-03-15,2024-08-23,62,4.4,Positive
18125,44,11,2024-10-08,2025-02-02,27,1.5,Positive
18126,402,2,2023-07-22,2023-12-17,54,4.2,Positive
18127,303,17,2023-02-04,2023-03-06,71,4.1,Positive
18128,70,17,2023-05-04,2023-07-18,64,4.1,Positive
18129,446,11,2024-02-20,2024-05-06,69,2.9,Positive
18130,207,12,2022-11-01,2023-01-07,23,4.4,Positive
18131,11,8,2022-10-21,2023-01-17,47,4.3,Positive
18132,352,21,2024-07-28,2024-09-21,34,2.9,Positive
18133,204,16,2023-07-14,2023-10-05,25,4.6,Positive
18134,289,19,2023-08-18,2023-10-02,92,1.3,Neutral
18135,442,15,2023-11-18,2024-04-03,63,2.6,Positive
18136,191,7,2024-09-05,2024-11-05,59,1.2,Negative
18137,104,24,2022-10-11,2023-02-27,32,1.5,Negative
18138,407,4,2024-02-26,2024-07-08,12,1.8,Negative
18139,48,20,2023-08-13,2023-10-30,97,3.1,Negative
18140,471,24,2024-02-22,2024-06-24,66,4.0,Positive
18141,486,21,2023-04-23,2023-07-26,1,5.0,Positive
18142,352,19,2023-01-14,2023-05-20,72,2.2,Positive
18143,132,22,2023-02-03,2023-06-13,96,4.7,Positive
18144,128,18,2023-02-27,2023-04-17,8,2.2,Negative
18145,320,18,2022-10-12,2023-03-30,80,3.9,Neutral
18146,487,14,2023-07-28,2023-11-02,47,1.4,Neutral
18147,254,5,2024-06-21,2024-08-08,68,1.9,Positive
18148,474,18,2024-01-25,2024-06-06,30,2.9,Neutral
18149,434,8,2023-06-26,2023-09-25,54,2.1,Negative
18150,450,16,2024-07-31,2024-12-08,12,1.6,Neutral
18151,17,13,2023-10-22,2024-02-16,27,2.9,Negative
18152,192,18,2023-08-01,2024-01-18,15,4.4,Positive
18153,208,5,2024-03-18,2024-04-27,40,1.6,Neutral
18154,172,5,2022-11-18,2023-02-21,88,2.2,Negative
18155,339,12,2023-04-18,2023-06-19,100,1.2,Negative
18156,320,10,2024-05-31,2024-09-14,49,1.9,Negative
18157,84,4,2024-02-10,2024-07-14,60,3.5,Negative
18158,34,23,2023-02-10,2023-06-23,82,3.3,Positive
18159,83,2,2023-11-24,2024-03-29,62,4.0,Positive
18160,460,2,2023-09-16,2024-02-08,83,3.7,Neutral
18161,187,19,2022-12-23,2023-04-03,76,1.0,Positive
18162,487,7,2024-03-13,2024-07-08,80,2.2,Negative
18163,108,14,2023-09-04,2023-10-11,82,3.9,Positive
18164,335,17,2023-07-24,2023-11-14,10,2.0,Negative
18165,134,17,2024-06-04,2024-11-19,88,1.6,Neutral
18166,323,4,2023-01-07,2023-05-30,7,2.2,Neutral
18167,279,22,2023-04-29,2023-09-02,29,3.0,Positive
18168,51,6,2023-01-11,2023-05-21,48,1.7,Neutral
18169,200,15,2024-02-26,2024-07-25,53,2.7,Positive
18170,31,22,2024-03-22,2024-08-26,38,3.8,Negative
18171,188,19,2023-12-04,2024-01-20,24,3.5,Negative
18172,63,23,2023-10-25,2024-03-21,86,2.5,Negative
18173,471,13,2023-10-14,2024-02-13,2,4.8,Positive
18174,431,23,2024-09-22,2025-01-13,71,4.5,Positive
18175,279,5,2023-11-08,2024-02-11,86,4.5,Positive
18176,81,16,2024-06-09,2024-11-05,86,4.7,Positive
18177,269,10,2024-04-03,2024-06-06,56,3.3,Positive
18178,83,9,2023-06-03,2023-07-30,87,4.1,Positive
18179,273,6,2024-03-01,2024-06-28,68,2.5,Neutral
18180,412,3,2024-06-01,2024-07-05,87,3.2,Positive
18181,406,24,2023-06-28,2023-11-01,44,3.7,Negative
18182,419,1,2024-06-09,2024-09-17,23,4.5,Positive
18183,161,24,2023-06-22,2023-09-20,62,3.8,Positive
18184,73,13,2023-11-14,2023-12-21,87,4.5,Positive
18185,285,20,2023-07-28,2023-09-10,89,1.1,Neutral
18186,123,11,2024-08-12,2025-01-21,53,2.0,Negative
18187,62,3,2023-09-03,2023-12-08,89,2.8,Neutral
18188,181,19,2024-01-09,2024-02-28,90,2.8,Positive
18189,460,10,2022-11-26,2023-03-10,27,1.4,Positive
18190,61,19,2023-06-09,2023-08-27,78,3.7,Negative
18191,156,9,2024-02-25,2024-04-04,56,4.9,Positive
18192,159,15,2023-05-30,2023-08-11,78,4.8,Positive
18193,172,20,2024-03-15,2024-08-11,14,5.0,Positive
18194,402,3,2023-10-06,2024-01-04,33,1.7,Neutral
18195,452,5,2024-07-18,2024-12-21,63,4.0,Positive
18196,130,1,2024-03-25,2024-08-04,19,3.6,Negative
18197,308,14,2024-08-08,2025-02-01,17,1.8,Positive
18198,130,13,2024-06-05,2024-08-13,77,3.3,Positive
18199,200,10,2023-10-13,2023-11-25,80,1.1,Positive
18200,275,13,2022-11-05,2023-04-26,87,3.9,Negative
18201,266,17,2024-08-21,2024-11-11,17,3.3,Neutral
18202,80,13,2023-02-08,2023-06-08,32,1.8,Positive
18203,388,9,2024-06-29,2024-08-28,33,3.2,Positive
18204,415,7,2023-09-04,2024-01-02,80,4.1,Positive
18205,113,9,2024-06-18,2024-10-03,32,2.4,Positive
18206,362,14,2024-04-20,2024-10-02,79,3.1,Negative
18207,286,20,2024-03-15,2024-06-10,20,3.8,Positive
18208,430,13,2024-04-07,2024-07-16,17,3.2,Positive
18209,449,23,2023-08-10,2024-01-26,16,2.1,Neutral
18210,43,2,2023-06-09,2023-07-28,68,4.6,Positive
18211,230,1,2023-06-17,2023-10-23,55,1.8,Neutral
18212,392,23,2024-03-02,2024-04-16,28,1.7,Neutral
18213,225,14,2024-06-17,2024-07-19,1,2.2,Negative
18214,160,2,2023-05-13,2023-10-17,70,4.7,Positive
18215,83,5,2022-10-17,2023-02-01,83,3.9,Positive
18216,417,19,2023-01-24,2023-03-11,30,2.1,Negative
18217,280,5,2023-09-09,2024-01-06,54,4.6,Positive
18218,103,16,2024-05-10,2024-08-22,88,2.2,Negative
18219,330,16,2023-02-02,2023-08-01,78,2.7,Positive
18220,4,16,2024-10-02,2025-02-11,60,1.7,Negative
18221,460,17,2024-03-24,2024-05-09,23,3.5,Neutral
18222,355,14,2023-08-25,2023-12-25,59,4.1,Positive
18223,480,3,2024-04-26,2024-09-07,62,2.9,Negative
18224,20,6,2023-12-08,2024-05-04,29,4.8,Positive
18225,134,18,2022-10-27,2023-03-18,97,3.0,Negative
18226,61,11,2024-02-24,2024-08-16,61,3.4,Neutral
18227,45,14,2023-11-06,2023-12-27,55,3.8,Negative
18228,59,11,2023-08-01,2023-09-08,47,1.3,Neutral
18229,419,10,2024-09-18,2024-11-06,72,3.9,Negative
18230,285,24,2023-09-17,2023-10-25,54,1.6,Negative
18231,407,15,2023-10-17,2023-12-28,1,4.2,Positive
18232,432,12,2024-06-22,2024-12-10,69,2.3,Neutral
18233,284,19,2023-03-31,2023-08-09,38,2.8,Negative
18234,80,3,2023-11-02,2024-01-03,47,1.1,Positive
18235,455,4,2023-01-04,2023-05-09,40,3.7,Neutral
18236,204,20,2023-03-18,2023-09-11,23,3.7,Neutral
18237,10,8,2024-08-15,2024-09-27,0,3.2,Positive
18238,192,14,2024-04-08,2024-07-13,10,3.6,Positive
18239,320,16,2023-07-31,2024-01-22,57,4.5,Positive
18240,262,24,2024-01-28,2024-06-25,69,3.6,Negative
18241,280,16,2023-07-27,2023-12-13,59,4.3,Positive
18242,392,8,2023-07-08,2023-12-30,16,4.2,Positive
18243,477,23,2024-07-10,2024-11-30,70,1.3,Positive
18244,103,10,2024-04-14,2024-10-08,30,1.8,Neutral
18245,295,17,2023-11-12,2024-03-27,80,1.1,Negative
18246,452,1,2022-12-10,2023-02-01,12,3.5,Positive
18247,428,12,2023-02-09,2023-06-07,93,3.5,Positive
18248,333,5,2024-06-12,2024-08-28,5,2.6,Positive
18249,207,18,2023-05-09,2023-06-12,12,4.1,Positive
18250,498,1,2024-08-02,2024-10-23,13,3.9,Negative
18251,288,7,2023-07-09,2023-09-24,88,4.1,Positive
18252,275,4,2023-03-25,2023-08-05,82,4.4,Positive
18253,466,13,2022-12-25,2023-05-28,72,1.7,Neutral
18254,477,14,2022-12-16,2023-03-23,60,3.0,Neutral
18255,267,18,2024-05-28,2024-11-22,28,3.9,Neutral
18256,159,24,2024-03-22,2024-08-21,73,1.8,Negative
18257,203,5,2022-11-02,2023-03-04,69,4.4,Positive
18258,152,11,2023-09-19,2024-01-26,66,2.7,Negative
18259,367,15,2022-12-21,2023-03-19,73,1.7,Negative
18260,495,19,2023-06-15,2023-09-03,37,1.8,Positive
18261,445,21,2023-07-29,2024-01-05,58,4.3,Positive
18262,257,17,2023-05-06,2023-06-21,5,3.8,Neutral
18263,134,14,2022-10-11,2023-03-22,43,1.7,Negative
18264,315,15,2023-09-04,2024-01-28,57,2.4,Positive
18265,280,8,2023-04-30,2023-08-21,14,2.4,Negative
18266,97,24,2023-06-16,2023-10-15,84,4.1,Positive
18267,452,18,2024-01-31,2024-03-03,18,2.9,Positive
18268,421,11,2024-05-16,2024-07-03,51,1.8,Neutral
18269,216,21,2024-05-25,2024-09-05,76,2.1,Negative
18270,32,18,2022-12-09,2023-03-17,72,3.2,Positive
18271,107,3,2024-10-07,2025-02-15,68,3.5,Positive
18272,428,17,2023-02-07,2023-06-29,21,4.0,Positive
18273,61,22,2023-05-16,2023-08-29,18,3.5,Negative
18274,357,17,2024-09-02,2024-10-09,46,4.9,Positive
18275,12,8,2024-07-01,2024-12-25,20,4.8,Positive
18276,483,10,2024-08-10,2024-09-17,16,4.4,Positive
18277,395,7,2024-03-22,2024-08-13,75,2.4,Positive
18278,378,4,2023-07-26,2023-09-09,97,3.5,Negative
18279,363,18,2024-09-23,2025-03-08,22,2.0,Negative
18280,266,20,2022-11-26,2023-01-07,73,4.4,Positive
18281,479,16,2023-08-28,2023-11-04,76,4.9,Positive
18282,87,16,2023-07-22,2023-11-17,46,1.2,Positive
18283,139,15,2024-01-26,2024-04-02,0,3.5,Positive
18284,245,22,2023-05-14,2023-07-03,24,1.3,Negative
18285,466,15,2023-03-31,2023-08-15,96,2.5,Negative
18286,377,20,2022-10-29,2023-03-08,94,3.9,Negative
18287,21,1,2024-01-30,2024-04-07,52,3.8,Negative
18288,210,10,2023-08-06,2023-11-03,45,4.7,Positive
18289,441,22,2024-07-24,2024-12-02,83,1.2,Negative
18290,11,12,2023-10-22,2024-02-07,80,2.2,Negative
18291,445,9,2023-10-24,2024-03-09,22,2.9,Positive
18292,449,11,2024-02-28,2024-08-19,19,4.8,Positive
18293,419,4,2022-12-15,2023-05-14,93,3.2,Negative
18294,63,1,2023-06-14,2023-11-06,79,3.0,Negative
18295,71,14,2022-10-18,2022-12-01,14,2.0,Positive
18296,395,15,2024-02-07,2024-03-28,4,4.7,Positive
18297,39,24,2023-10-16,2024-02-29,45,2.9,Neutral
18298,132,23,2023-08-29,2024-01-10,34,2.3,Positive
18299,130,1,2023-01-09,2023-06-16,86,4.9,Positive
18300,347,14,2024-06-05,2024-10-10,96,3.8,Negative
18301,459,13,2024-01-29,2024-06-02,98,2.7,Negative
18302,71,3,2024-06-14,2024-09-14,28,1.2,Neutral
18303,252,19,2022-10-21,2023-03-11,86,1.8,Neutral
18304,178,14,2024-06-11,2024-11-16,9,3.0,Neutral
18305,494,22,2024-10-01,2025-02-14,78,4.6,Positive
18306,205,8,2023-11-14,2024-02-12,23,3.8,Neutral
18307,230,23,2023-02-11,2023-07-09,21,4.1,Positive
18308,71,17,2022-12-11,2023-03-03,47,4.4,Positive
18309,126,14,2024-08-03,2024-11-21,78,2.1,Negative
18310,377,23,2024-03-29,2024-05-07,67,2.2,Negative
18311,62,5,2023-04-14,2023-06-09,76,4.6,Positive
18312,69,2,2023-08-11,2023-12-08,1,4.5,Positive
18313,34,2,2023-01-01,2023-05-16,15,5.0,Positive
18314,493,1,2023-09-09,2024-02-14,23,4.4,Positive
18315,74,22,2024-01-12,2024-03-30,57,4.3,Positive
18316,493,22,2023-11-11,2024-03-31,28,2.0,Neutral
18317,424,19,2023-03-08,2023-04-22,34,1.9,Negative
18318,207,23,2023-04-06,2023-07-14,17,1.1,Neutral
18319,441,10,2024-04-05,2024-05-22,84,2.8,Neutral
18320,207,22,2023-10-15,2023-11-21,57,1.4,Negative
18321,350,5,2024-05-06,2024-08-22,4,3.8,Neutral
18322,22,1,2024-10-03,2025-02-16,71,3.2,Neutral
18323,470,16,2023-03-25,2023-07-21,85,4.4,Positive
18324,73,8,2024-04-12,2024-08-17,99,1.6,Neutral
18325,12,11,2024-09-03,2024-12-19,90,2.0,Neutral
18326,318,20,2023-01-29,2023-04-16,90,2.2,Negative
18327,413,18,2023-10-15,2024-02-13,87,3.4,Neutral
18328,27,20,2024-05-28,2024-11-10,20,4.1,Positive
18329,444,2,2023-02-11,2023-04-28,50,3.8,Positive
18330,134,16,2024-04-08,2024-07-11,88,3.6,Positive
18331,203,10,2023-04-09,2023-08-30,15,1.6,Negative
18332,198,14,2024-07-06,2024-08-28,37,1.4,Positive
18333,425,3,2024-08-04,2024-11-08,5,1.9,Negative
18334,333,5,2023-08-29,2024-02-10,97,4.7,Positive
18335,353,16,2022-12-10,2023-04-09,19,4.0,Positive
18336,210,12,2023-10-14,2023-12-31,27,3.6,Negative
18337,348,24,2024-07-14,2024-12-13,16,4.4,Positive
18338,251,8,2023-06-23,2023-09-20,36,2.5,Positive
18339,428,3,2024-07-08,2024-12-07,24,1.7,Neutral
18340,188,4,2024-07-03,2024-11-08,0,1.4,Neutral
18341,221,12,2023-04-23,2023-08-31,57,2.5,Positive
18342,407,1,2023-10-25,2024-04-14,89,4.0,Positive
18343,407,12,2022-11-22,2023-03-17,91,3.1,Positive
18344,163,7,2023-06-13,2023-08-04,70,2.2,Positive
18345,355,21,2024-04-02,2024-05-25,14,4.1,Positive
18346,436,7,2023-09-03,2024-01-21,37,1.9,Neutral
18347,430,4,2024-09-08,2025-01-05,32,1.3,Negative
18348,431,5,2023-11-21,2024-02-05,79,1.5,Neutral
18349,407,13,2022-10-20,2022-11-21,31,1.8,Neutral
18350,30,2,2024-08-01,2024-10-03,81,4.1,Positive
18351,213,10,2024-05-08,2024-06-21,28,4.8,Positive
18352,183,20,2023-11-23,2024-05-05,22,1.3,Neutral
18353,184,23,2024-02-07,2024-04-24,11,2.4,Positive
18354,260,13,2024-01-28,2024-03-30,14,3.3,Positive
18355,86,4,2024-06-15,2024-08-05,24,3.0,Positive
18356,318,7,2022-12-06,2023-01-30,92,4.7,Positive
18357,132,5,2023-05-02,2023-08-22,22,3.1,Positive
18358,79,1,2023-10-04,2024-02-11,0,1.3,Neutral
18359,108,16,2022-11-02,2023-03-11,43,3.8,Positive
18360,187,21,2023-04-20,2023-08-31,52,2.3,Neutral
18361,84,8,2024-09-15,2025-01-15,21,3.7,Positive
18362,274,23,2023-08-29,2023-11-28,45,3.6,Positive
18363,460,24,2023-06-17,2023-10-09,62,1.1,Positive
18364,259,14,2023-05-28,2023-07-20,53,1.1,Neutral
18365,409,9,2023-05-29,2023-11-12,22,4.8,Positive
18366,67,7,2023-12-16,2024-03-08,87,1.4,Neutral
18367,63,7,2022-10-18,2023-03-02,6,4.3,Positive
18368,178,6,2023-08-19,2023-09-20,36,2.5,Positive
18369,333,16,2023-06-23,2023-09-10,49,1.5,Negative
18370,53,15,2024-06-24,2024-10-30,54,3.0,Negative
18371,215,14,2022-11-05,2023-04-01,39,4.5,Positive
18372,450,15,2024-06-13,2024-07-20,3,2.4,Neutral
18373,260,3,2023-11-16,2024-01-31,58,2.1,Negative
18374,212,14,2023-12-29,2024-04-16,20,3.2,Negative
18375,146,20,2024-07-10,2024-08-31,67,2.2,Negative
18376,132,22,2024-07-18,2024-10-27,55,4.4,Positive
18377,65,17,2024-01-04,2024-03-22,19,4.2,Positive
18378,200,2,2023-11-02,2024-02-25,75,4.6,Positive
18379,178,17,2023-12-18,2024-03-02,18,2.5,Neutral
18380,11,1,2023-07-25,2023-11-10,63,3.1,Neutral
18381,466,4,2023-01-18,2023-05-12,36,1.4,Negative
18382,210,14,2023-03-09,2023-07-01,41,1.8,Negative
18383,308,17,2023-01-15,2023-03-09,42,2.9,Neutral
18384,198,7,2022-11-13,2023-01-17,43,1.0,Negative
18385,113,4,2023-08-23,2023-10-30,65,4.7,Positive
18386,471,3,2023-10-11,2024-02-01,22,3.3,Positive
18387,285,20,2022-11-26,2023-03-08,2,2.4,Negative
18388,417,12,2022-11-14,2023-01-24,79,3.3,Negative
18389,103,9,2023-12-28,2024-02-15,17,1.1,Neutral
18390,16,12,2023-02-27,2023-04-18,57,2.5,Positive
18391,229,15,2023-11-13,2024-03-07,76,1.5,Neutral
18392,11,24,2023-04-11,2023-07-31,72,2.3,Neutral
18393,115,8,2023-02-19,2023-07-20,4,4.4,Positive
18394,49,10,2023-09-02,2023-12-14,9,2.9,Negative
18395,134,22,2023-11-01,2024-04-11,24,4.2,Positive
18396,301,21,2024-04-13,2024-07-08,19,1.5,Negative
18397,456,8,2023-04-20,2023-09-23,95,2.3,Positive
18398,395,11,2023-05-18,2023-08-20,32,3.3,Negative
18399,465,16,2024-09-07,2025-02-25,36,3.1,Negative
18400,212,1,2023-01-25,2023-06-08,43,4.0,Positive
18401,381,11,2023-04-09,2023-06-04,84,4.8,Positive
18402,259,4,2024-05-12,2024-08-24,67,2.4,Neutral
18403,103,3,2022-10-25,2022-12-16,57,1.9,Negative
18404,273,10,2024-01-02,2024-04-15,72,3.8,Neutral
18405,468,22,2024-03-26,2024-08-09,11,4.2,Positive
18406,280,7,2024-04-24,2024-07-30,26,2.4,Negative
18407,441,2,2024-08-05,2024-12-21,87,4.6,Positive
18408,180,24,2022-10-13,2023-03-08,66,2.6,Neutral
18409,203,12,2023-04-29,2023-07-24,27,1.3,Neutral
18410,57,20,2022-11-23,2023-02-08,99,2.3,Neutral
18411,350,7,2023-10-11,2024-01-11,6,1.3,Negative
18412,179,19,2023-04-03,2023-06-19,40,4.8,Positive
18413,124,20,2023-03-12,2023-06-26,24,1.3,Negative
18414,486,18,2023-02-04,2023-07-15,42,3.5,Positive
18415,100,24,2023-04-05,2023-06-29,85,2.6,Positive
18416,458,8,2023-07-12,2023-09-17,73,2.2,Positive
18417,252,20,2022-12-10,2023-03-31,59,3.0,Negative
18418,124,15,2024-07-06,2024-10-08,82,2.9,Positive
18419,391,23,2024-01-18,2024-06-05,79,3.5,Negative
18420,347,23,2024-07-21,2024-11-29,70,4.1,Positive
18421,83,15,2024-08-06,2024-12-10,79,2.4,Neutral
18422,471,10,2022-10-25,2023-04-15,76,2.9,Positive
18423,355,15,2024-04-20,2024-10-11,85,1.7,Neutral
18424,214,14,2023-01-27,2023-04-24,65,3.2,Positive
18425,419,3,2024-07-05,2024-11-16,80,4.6,Positive
18426,65,8,2023-01-02,2023-04-07,38,1.2,Negative
18427,115,14,2023-09-09,2024-02-19,72,4.0,Positive
18428,285,23,2023-12-27,2024-03-04,65,2.4,Negative
18429,396,1,2023-05-20,2023-09-28,48,2.5,Negative
18430,16,14,2023-11-21,2024-04-05,42,4.4,Positive
18431,208,13,2024-05-29,2024-11-19,80,1.7,Negative
18432,143,3,2024-07-12,2024-10-20,67,1.5,Neutral
18433,466,18,2023-01-18,2023-05-01,63,1.8,Positive
18434,203,3,2024-04-17,2024-09-05,40,1.3,Negative
18435,486,19,2024-06-01,2024-10-02,68,1.7,Negative
18436,4,18,2024-08-15,2024-12-19,93,1.2,Neutral
18437,255,23,2024-06-24,2024-09-09,34,2.2,Negative
18438,187,2,2023-05-15,2023-10-10,41,1.3,Positive
18439,415,12,2023-09-28,2023-12-11,30,4.5,Positive
18440,126,9,2023-08-25,2024-02-04,82,1.1,Negative
18441,345,17,2023-05-11,2023-06-16,65,4.6,Positive
18442,285,10,2023-08-17,2023-11-01,42,2.7,Positive
18443,225,23,2022-11-05,2023-02-05,61,3.3,Neutral
18444,12,20,2024-09-23,2024-11-05,10,1.1,Negative
18445,353,15,2023-10-25,2024-02-29,93,2.2,Neutral
18446,22,18,2023-06-29,2023-12-20,42,1.6,Negative
18447,445,14,2023-03-03,2023-05-29,62,2.6,Negative
18448,460,8,2023-07-04,2023-12-28,19,2.1,Positive
18449,339,23,2023-09-19,2023-11-23,98,1.1,Negative
18450,434,6,2024-08-23,2025-01-20,85,4.5,Positive
18451,251,14,2023-03-11,2023-04-22,8,3.7,Positive
18452,264,17,2023-10-07,2023-12-31,32,3.7,Neutral
18453,198,11,2023-09-29,2024-03-12,40,4.5,Positive
18454,303,9,2024-09-27,2024-11-06,27,4.5,Positive
18455,458,18,2023-02-15,2023-04-13,97,4.4,Positive
18456,113,5,2024-04-20,2024-08-29,17,4.4,Positive
18457,61,24,2023-04-15,2023-10-02,97,2.9,Positive
18458,96,20,2024-06-08,2024-09-30,88,5.0,Positive
18459,152,8,2023-09-16,2023-12-19,33,3.6,Negative
18460,180,16,2023-07-11,2023-08-25,47,2.0,Neutral
18461,467,22,2024-01-20,2024-04-23,92,4.3,Positive
18462,277,22,2024-03-01,2024-08-23,26,2.9,Negative
18463,170,13,2023-08-25,2023-12-22,12,4.1,Positive
18464,20,14,2023-06-28,2023-10-22,21,2.3,Neutral
18465,246,11,2023-01-19,2023-03-28,94,3.0,Positive
18466,82,16,2024-06-18,2024-10-25,47,3.1,Positive
18467,116,16,2024-06-24,2024-09-21,21,1.3,Positive
18468,257,9,2022-11-02,2022-12-30,75,4.9,Positive
18469,454,16,2022-12-10,2023-03-28,94,3.6,Negative
18470,12,5,2024-03-23,2024-08-24,52,4.1,Positive
18471,153,21,2024-01-20,2024-02-19,73,4.6,Positive
18472,256,22,2024-08-03,2024-09-30,59,2.0,Negative
18473,153,12,2024-08-13,2024-09-24,57,3.5,Negative
18474,200,11,2024-02-12,2024-04-17,59,4.9,Positive
18475,285,23,2024-02-24,2024-04-01,61,2.5,Negative
18476,498,18,2024-04-19,2024-08-22,62,3.4,Negative
18477,62,18,2023-04-17,2023-09-22,55,2.9,Neutral
18478,141,21,2022-10-16,2023-02-09,80,1.8,Negative
18479,146,23,2023-07-09,2023-11-14,94,3.2,Positive
18480,255,22,2023-05-11,2023-07-31,56,2.0,Neutral
18481,183,16,2023-09-17,2024-02-24,72,4.9,Positive
18482,314,9,2023-03-21,2023-04-22,40,1.6,Negative
18483,31,5,2024-05-14,2024-10-06,52,1.1,Negative
18484,484,18,2023-07-17,2023-10-07,31,4.6,Positive
18485,257,4,2023-11-24,2024-05-22,19,4.2,Positive
18486,314,19,2024-07-21,2024-11-23,77,3.2,Positive
18487,430,17,2023-12-15,2024-01-18,19,2.3,Negative
18488,101,18,2023-04-11,2023-08-15,4,1.2,Neutral
18489,268,5,2023-11-01,2024-02-06,5,1.4,Neutral
18490,111,4,2023-11-17,2023-12-21,64,5.0,Positive
18491,53,12,2022-12-13,2023-01-17,52,3.7,Neutral
18492,407,17,2024-08-12,2024-09-25,87,3.1,Neutral
18493,67,16,2023-06-27,2023-11-21,6,3.0,Neutral
18494,92,9,2023-10-03,2024-03-28,63,2.7,Negative
18495,375,18,2024-06-17,2024-08-02,48,3.9,Neutral
18496,174,22,2023-03-22,2023-08-23,76,4.8,Positive
18497,442,17,2023-10-27,2024-01-27,28,4.8,Positive
18498,184,6,2023-06-22,2023-09-24,56,4.4,Positive
18499,8,10,2023-06-30,2023-09-18,21,3.5,Neutral
18500,417,18,2024-05-06,2024-09-26,24,1.7,Neutral
18501,371,9,2023-09-29,2024-02-01,70,1.6,Negative
18502,270,21,2022-12-06,2023-05-13,14,3.1,Negative
18503,184,1,2024-10-05,2025-01-10,85,3.0,Negative
18504,113,6,2023-10-26,2024-03-19,10,4.8,Positive
18505,279,6,2022-11-13,2023-04-24,78,4.4,Positive
